124.862129211 1.42680744375e-06
101.305397034 6.11034408848e-07
118.963493347 6.87730505433e-07
130.621170044 1.52120151142e-06
103.16040802 8.72449334111e-07
93.9143676758 5.23195069491e-07
112.770111084 9.25730944346e-07
99.6483230591 7.43956718452e-07
109.751174927 1.55040356731e-06
119.406105042 1.08041922431e-06
126.988929749 6.90432898409e-07
106.348266602 1.55391876433e-06
100.944221497 7.87168573879e-07
127.65801239 8.53159235703e-07
123.123573303 7.65231277455e-07
120.137046814 1.54600661517e-06
110.538787842 8.02250553988e-07
123.978630066 1.00732677311e-06
121.359222412 8.24581434244e-07
103.235778809 1.32843729261e-06
129.821166992 9.62869307841e-07
95.6452102661 9.53208484589e-07
119.494773865 7.58574856263e-07
116.449989319 7.61961018725e-07
103.167770386 1.06962033897e-06
105.566291809 7.37933248729e-07
124.703262329 7.04972251242e-07
97.2096786499 5.86722705975e-07
90.8922424316 8.24347353046e-07
111.797073364 1.09219331534e-06
104.325897217 9.19965657431e-07
111.852035522 9.95699110717e-07
122.795501709 7.36560878067e-07
129.191040039 1.05674951101e-06
121.645133972 1.47010769069e-06
100.408790588 5.68609721086e-07
106.777206421 8.93968035598e-07
113.641921997 1.0717819805e-06
103.937065125 1.5193852505e-06
96.5283432007 1.26297027236e-06
100.268226624 1.03866739209e-06
101.884269714 6.07088963989e-07
108.622451782 1.42962733207e-06
106.256622314 1.63940148923e-06
108.632202148 1.02140211311e-06
97.0927124023 9.41304506341e-07
127.46698761 1.1163574527e-06
91.5921096802 8.70403766839e-07
98.388671875 1.05817468921e-06
92.6791305542 1.13066118956e-06
108.750511169 6.59578120121e-07
129.180206299 1.32387572194e-06
122.394706726 1.19742196603e-06
110.97240448 6.82684685671e-07
108.587043762 1.32339300762e-06
103.422241211 4.43949659257e-07
100.431686401 6.47833985568e-07
112.293159485 7.17049601917e-07
104.418052673 9.75228999778e-07
130.799575806 8.17051272861e-07
106.567848206 5.66424546378e-07
120.031600952 7.71782083575e-07
114.528297424 1.0602865359e-06
117.782814026 8.45989916343e-07
108.477958679 7.19004901839e-07
123.303207397 1.14007048069e-06
104.284820557 6.69631901928e-07
89.6206207275 1.09500467715e-06
119.071250916 8.73318640515e-07
120.45639801 1.19517346775e-06
123.222770691 1.45220701597e-06
122.170829773 7.23123662283e-07
109.456130981 9.73802002591e-07
95.7629776001 5.96099653194e-07
102.395492554 9.90442345028e-07
106.510612488 8.69192774644e-07
95.5620956421 9.37135382628e-07
125.628288269 1.21970708733e-06
124.778419495 7.43676650927e-07
93.1985931396 6.70604094921e-07
118.061653137 1.34399749641e-06
112.165283203 8.27343740184e-07
112.664398193 5.72783164898e-07
120.783798218 9.97921915769e-07
106.246406555 1.18345781175e-06
105.226463318 1.1590353779e-06
98.6745758057 9.75150328486e-07
124.36945343 1.69875170286e-06
97.0230789185 9.32480361371e-07
122.576690674 1.29845329866e-06
101.548721313 7.96614131104e-07
100.586784363 6.42033342046e-07
124.247558594 9.89035015664e-07
119.204750061 7.68849531596e-07
107.57019043 5.39525501608e-07
106.513633728 1.12688280751e-06
127.01486969 7.68336064993e-07
97.8957366943 5.4097085922e-07
86.4208526611 4.85311886678e-07
115.720603943 1.02819490166e-06
104.525878906 1.05285948848e-06
99.000541687 1.15389991606e-06
110.44367218 8.16396436676e-07
96.6964950562 5.50718823433e-07
129.407424927 1.30659441311e-06
116.23626709 7.16202009698e-07
92.6112976074 6.19987304162e-07
119.644714355 7.36343338303e-07
104.603096008 6.97585505804e-07
123.453620911 1.09454504127e-06
105.837745667 6.1060097778e-07
110.447319031 1.73543196524e-06
134.158187866 1.17553156542e-06
115.772666931 6.80292544075e-07
134.596343994 1.74961735411e-06
105.836776733 8.6801804855e-07
106.729644775 5.46813623714e-07
111.636375427 1.41060627357e-06
117.830474854 6.97505697644e-07
111.535087585 7.58446788041e-07
103.910995483 7.5257116805e-07
107.255752563 7.89363980402e-07
105.948738098 1.11033182293e-06
103.625106812 7.95718847257e-07
133.244537354 9.94473566607e-07
118.547363281 1.56127009632e-06
97.6901626587 9.17345971629e-07
121.812667847 1.51159758843e-06
104.913703918 5.90247225318e-07
88.5575256348 5.29045962594e-07
116.48538208 6.79014135585e-07
119.382293701 7.53551375965e-07
120.976928711 8.65066112965e-07
90.8041915894 6.6881790417e-07
108.901786804 1.55000248014e-06
111.00566864 1.57747001595e-06
102.098068237 7.45629449739e-07
119.716567993 6.47579327051e-07
109.242980957 8.25551126127e-07
102.032341003 5.40136966265e-07
102.605903625 5.7942378362e-07
108.576324463 1.07663993276e-06
109.530479431 7.8105256307e-07
116.458145142 1.37511574394e-06
128.666778564 1.61025104717e-06
126.855300903 8.61101113969e-07
122.619720459 1.013760766e-06
107.260253906 7.9538585851e-07
118.199020386 7.60886393891e-07
103.478507996 5.16930754202e-07
126.749717712 1.55213683684e-06
98.7439346313 1.41659609199e-06
114.801589966 1.22634526178e-06
100.431434631 1.36390576699e-06
97.9950027466 1.28064584715e-06
120.573013306 1.39697783652e-06
127.642715454 1.16065564271e-06
110.876777649 6.24335541488e-07
106.880638123 8.97290647117e-07
110.42288208 7.49497360175e-07
111.340934753 7.37025231956e-07
96.5824432373 8.77268291788e-07
118.02532959 5.05552748109e-07
110.376701355 1.31622675781e-06
120.757156372 1.36062431011e-06
110.891021729 6.73968941101e-07
129.211654663 9.68006816038e-07
107.535850525 7.03317994066e-07
105.837417603 8.4799518163e-07
100.81061554 9.03907618977e-07
112.423568726 9.09711843633e-07
122.888969421 1.29024817852e-06
105.647766113 5.26111875843e-07
137.423400879 1.79090272923e-06
112.417350769 8.19928516194e-07
103.959915161 1.12036389055e-06
104.250991821 8.02047793513e-07
110.276191711 5.0838656307e-07
101.898765564 9.63018010225e-07
105.084136963 8.1099608451e-07
115.699195862 1.22138180814e-06
117.576324463 7.82996437465e-07
119.458984375 7.68508471083e-07
103.037559509 8.37868583403e-07
100.129867554 7.12271912562e-07
93.3817596436 7.9465729641e-07
128.929595947 7.45813110825e-07
99.9898071289 7.4866312616e-07
